respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income,order_frequency,meal_type,cuisine_preference,dietary_preference,addon_preference,spend_per_order,max_delivery_fee,subscription_budget,payment_method,max_wait_time,importance_speed,importance_quality,importance_fee,importance_discounts,importance_tracking,switch_trigger,group_ordering,surge_attitude,current_apps,main_frustration,scheduled_delivery,data_comfort,switch_motivation,living_situation,cooking_frequency,order_triggers,festival_ordering,trust_concern,trust_builder,past_switching,churn_reason,food_attitude,discovery_channel,nps_score,complaint_behaviour,will_adopt_raw,will_adopt_binary,is_noisy
R1044,P3_Family_Weekend_Orderer,25-34,Male,Metro,Freelancer,60k-1L,Once a week,Dinner,Chinese/Indo-Chinese|North Indian,Eggetarian,Cold drink/Lassi|Raita/Chutney,Above 1200,Up to 50,100-199/month,UPI,30-45 min,3,5,4,4,4,More restaurants,Yes regularly,Would switch apps,Zomato|Swiggy|Dunzo,Wrong/cold food,Maybe,Comfortable,Heavy discounts,Nuclear family,Sometimes 3-4/week,Festival/celebration|Raining/bad weather,Durga Puja|Eid,Data/privacy,Friend recommendation,Switched and stayed,Better discounts elsewhere,Comfort food lover|Trend follower,Friends/WhatsApp,8,Leave bad review,Likely will use,1,0
R1045,P5_Health_Conscious,18-24,Male,Metro,Salaried (private),Above 1L,Once a week,Lunch|Evening snacks,South Indian|Healthy/Salads|Biryani,Pure vegetarian,Extra roti/naan|Raita/Chutney|No sides,400-700,Up to 30,50-99/month,Cash on delivery,Under 20 min,5,5,4,3,4,Better support,Rarely,Acceptable if justified,Swiggy|Zomato|Dunzo,Wrong/cold food,Yes regularly,Very comfortable,Local restaurants,Alone (PG/hostel),Every meal,Working late|Weekend mood|Guests at home,Eid|Durga Puja,Data/privacy,Money-back guarantee,Never switched,Bad deliveries,Foodie explorer|Trend follower,App recommendation,6,Leave bad review,Neutral/unsure,0,0
R1046,P3_Family_Weekend_Orderer,35-44,Female,Tier-2,Salaried (govt),30k-60k,2-3 times/month,Dinner|Lunch,South Indian|Desserts|North Indian,Pure vegetarian,Cold drink/Lassi,400-700,Up to 30,50-99/month,UPI,Under 20 min,4,4,4,3,3,More restaurants,Yes regularly,Acceptable with notice,Zomato|Swiggy|Direct restaurant,Poor support,Yes regularly,Comfortable,Local restaurants|Faster delivery,With parents,Sometimes 3-4/week,Watching match/movie,Navratri|Holi|Diwali,No refund|Payment fraud,Familiar restaurants,Use multiple apps,Bad deliveries,Food as fuel|Health conscious,Browsing ratings,9,Stop using app,Unlikely to use,0,0
R1047,P1_Urban_Professional,35-44,Female,Tier-2,Salaried (private),15k-30k,Multiple times/week,Dinner|Late night,Chinese/Indo-Chinese|North Indian|Biryani,Eggetarian,Extra roti/naan|No sides,200-400,Up to 30,50-99/month,Debit card,20-30 min,4,4,3,4,4,Better discounts,Yes regularly,Acceptable with notice,Dunzo|ONDC,High delivery fee,Probably not,Neutral,Heavy discounts,Alone (PG/hostel),Almost always,Working late|Too tired,Christmas/New Year,Platform shutting|No refund,Big discount,Switched and stayed,Bad deliveries,Comfort food lover|Trend follower,App recommendation,10,Post social media,Neutral/unsure,0,0
R1048,P1_Urban_Professional,25-34,Male,Metro,Salaried (govt),Above 1L,Multiple times/week,Dinner|Lunch|Late night,Chinese/Indo-Chinese|Fast food|Street food,No preference,Salad|Dessert,400-700,Up to 50,100-199/month,Debit card,Under 20 min,4,3,2,3,4,Subscription plan|Faster delivery,Yes regularly,Acceptable if justified,Swiggy,Hidden charges,No,Comfortable,Faster delivery|Heavy discounts,With parents,Sometimes 3-4/week,Watching match/movie,Christmas/New Year|No festival ordering,No refund|Payment fraud,News/media,Never switched,Friend recommendation,Health conscious,Instagram/YouTube,8,Contact support,Definitely will use,1,0
R1049,P5_Health_Conscious,35-44,Female,Tier-2,Salaried (private),60k-1L,2-3 times/month,Dinner,Desserts,Non-vegetarian,Salad|Extra roti/naan,400-700,Up to 80,100-199/month,UPI,20-30 min,4,5,3,3,4,More restaurants,Yes regularly,Acceptable with notice,Swiggy,Wrong/cold food,Yes regularly,Very comfortable,Loyalty rewards,Nuclear family,Almost always,Raining/bad weather|Weekend mood,Christmas/New Year,Data/privacy|Payment fraud,Friend recommendation,Use multiple apps,Friend recommendation,Comfort food lover,Instagram/YouTube,4,Contact support,Definitely will use,1,0
R1050,P1_Urban_Professional,18-24,Male,Tier-2,Salaried (private),Above 1L,Multiple times/week,Dinner|Lunch|Breakfast,Biryani|North Indian|Chinese/Indo-Chinese,Non-vegetarian,Raita/Chutney,400-700,Up to 30,100-199/month,Debit card,45-60 min,4,5,4,3,3,Faster delivery,Yes occasionally,Acceptable with notice,Zomato,App crashes,Maybe,Neutral,Faster delivery|Nothing - loyal,Nuclear family,Almost always,Too tired|Weekend mood|Watching match/movie,Christmas/New Year|Eid|Diwali,Payment fraud|No refund,Big discount,Use multiple apps,Bad deliveries,Trend follower|Comfort food lover,Browsing ratings,2,Leave bad review,Definitely will use,1,0
R1051,P5_Health_Conscious,35-44,Female,Tier-2,Self-employed,30k-60k,Multiple times/week,Dinner|Lunch|Late night,Healthy/Salads|Chinese/Indo-Chinese,Eggetarian,No sides|Raita/Chutney|Salad,400-700,More than 80,100-199/month,BNPL,45-60 min,4,5,2,2,3,More restaurants|Faster delivery,Yes regularly,Acceptable if justified,Zomato,Wrong/cold food,Probably not,Very comfortable,Faster delivery,Nuclear family,Sometimes 3-4/week,Festival/celebration,Eid|Christmas/New Year|Diwali,Food quality|Data/privacy,Familiar restaurants,Switched and stayed,Better discounts elsewhere,Health conscious,App recommendation,8,Request refund,Likely will use,1,0
R1052,P3_Family_Weekend_Orderer,35-44,Female,Metro,Self-employed,15k-30k,Once a week,Dinner|Breakfast|Evening snacks,North Indian|Pizza|Fast food,Jain,Cold drink/Lassi|Dessert,400-700,Up to 30,50-99/month,Debit card,45-60 min,3,5,3,3,3,Subscription plan|More restaurants,Yes regularly,Acceptable with notice,Direct restaurant,Late deliveries,Yes regularly,Very comfortable,Faster delivery,Nuclear family,Almost always,Guests at home,Christmas/New Year|Eid,Unreliable delivery,News/media,Never switched,Restaurant left,Health conscious,Friends/WhatsApp,3,Request refund,Will not use,0,0
R1053,P5_Health_Conscious,45-54,Female,Metro,Salaried (private),60k-1L,Once a week,Lunch|Dinner,Healthy/Salads,Vegan,Extra roti/naan,Above 1200,Up to 50,200+/month,Credit card,20-30 min,4,5,4,2,3,More restaurants,No always individual,Acceptable if justified,Zomato|Swiggy|ONDC,Wrong/cold food,Yes regularly,Comfortable,Loyalty rewards|Friend referral,With roommates,Almost always,Too tired|Weekend mood,Christmas/New Year|Holi|Diwali,Unreliable delivery|Payment fraud,App store reviews,Never switched,Friend recommendation,Health conscious|Comfort food lover,Friends/WhatsApp,10,Post social media,Likely will use,1,0
R1054,P4_Tier2_Explorer,55+,Male,Tier-2,Salaried (private),15k-30k,Once a week,Dinner|Evening snacks,North Indian,Pure vegetarian,No sides|Papad|Dessert,100-200,Up to 30,50-99/month,UPI,20-30 min,3,3,4,3,3,Better discounts|Better support,Rarely,Acceptable with notice,Swiggy|Dunzo|Zomato,Wrong/cold food,Probably not,Comfortable,Loyalty rewards|Local restaurants,Joint family,Almost always,Festival/celebration,No festival ordering|Diwali|Holi,Data/privacy|Platform shutting,Big discount,Never switched,Friend recommendation,Health conscious,Instagram/YouTube,7,Contact support,Neutral/unsure,0,0
R1055,P6_Senior_Homemaker,25-34,Female,Metro,Homemaker,30k-60k,Once a month,Dinner|Breakfast,South Indian|Biryani|North Indian,Non-vegetarian,Dessert|Papad|Raita/Chutney,200-400,0 (free only),Not interested,Credit card,45-60 min,4,5,4,4,3,Subscription plan|Better discounts,Yes occasionally,Would wait,Zomato|Swiggy,Hidden charges,Yes occasionally,Not at all,Loyalty rewards,Nuclear family,Every meal,Festival/celebration|Craving specific dish,No specific pattern,No concerns,Big discount,Use multiple apps,App bugs,Food as fuel|Comfort food lover,App recommendation,3,Contact support,Neutral/unsure,0,0
R1056,P2_Price_Sensitive_Student,18-24,Female,Metro,Student,15k-30k,Daily,Breakfast|Dinner,South Indian,Non-vegetarian,Cold drink/Lassi|Raita/Chutney|Papad,100-200,Up to 50,Up to 49/month,BNPL,45-60 min,3,3,4,4,3,More restaurants|Better discounts,Rarely,Would wait,ONDC,Poor support,Probably not,Very comfortable,Heavy discounts|Faster delivery,With roommates,Never,Weekend mood|Too tired|Watching match/movie,Christmas/New Year|Holi,Food quality,Money-back guarantee,Use multiple apps,Better discounts elsewhere,Brand loyal,Browsing ratings,6,Request refund,Likely will use,1,0
R1057,P4_Tier2_Explorer,25-34,Male,Tier-3,Self-employed,15k-30k,2-3 times/month,Dinner|Evening snacks,North Indian,Non-vegetarian,Cold drink/Lassi|No sides,100-200,Up to 30,Not interested,UPI,30-45 min,3,4,4,4,4,Transparent fees|Better discounts,No always individual,Strongly dislike,Swiggy|None|Direct restaurant,High delivery fee,Probably not,Very comfortable,Heavy discounts|Friend referral,Nuclear family,Sometimes 3-4/week,Festival/celebration|Weekend mood,No specific pattern,Food quality|Unreliable delivery,News/media,Never switched,Bad deliveries,Comfort food lover|Brand loyal,Friends/WhatsApp,5,Post social media,Likely will use,1,0
R1058,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,15k-30k,Multiple times/week,Evening snacks,Desserts,Jain,Dessert|Papad|Cold drink/Lassi,200-400,0 (free only),Up to 49/month,Credit card,30-45 min,4,2,5,5,3,Subscription plan,Yes occasionally,Strongly dislike,Swiggy,Poor support,Yes occasionally,Neutral,Loyalty rewards|Heavy discounts,With roommates,Sometimes 3-4/week,Working late|Watching match/movie,Durga Puja,Payment fraud,Familiar restaurants,Use multiple apps,Better discounts elsewhere,Foodie explorer,Browsing ratings,7,Post social media,Likely will use,1,0
R1059,P2_Price_Sensitive_Student,18-24,Non-binary,Tier-2,Student,30k-60k,Multiple times/week,Late night|Lunch,Pizza|Chinese/Indo-Chinese,Non-vegetarian,Dessert,200-400,Up to 15,Not interested,Cash on delivery,20-30 min,5,2,4,4,3,Transparent fees|Better discounts,Yes occasionally,Would wait,Swiggy,Hidden charges,Yes regularly,Comfortable,Heavy discounts|Friend referral,With roommates,Sometimes 3-4/week,Watching match/movie|Working late,No festival ordering,Unreliable delivery,Familiar restaurants,Switched and stayed,Friend recommendation,Food as fuel|Comfort food lover,App recommendation,2,Post social media,Definitely will use,1,0
R1060,P3_Family_Weekend_Orderer,35-44,Male,Metro,Salaried (private),15k-30k,Once a week,Dinner|Evening snacks|Lunch,North Indian|Fast food|Chinese/Indo-Chinese,Pure vegetarian,Papad|Salad|Dessert,Above 1200,Up to 80,100-199/month,UPI,20-30 min,4,4,3,3,3,More restaurants,Yes occasionally,Acceptable with notice,Zomato|Swiggy,Hidden charges,Yes regularly,Neutral,Heavy discounts|Social media,Nuclear family,Almost always,Weekend mood|Watching match/movie,No specific pattern,Food quality,News/media,Never switched,Not applicable,Comfort food lover,App recommendation,8,Contact support,Likely will use,1,0
R1061,P5_Health_Conscious,35-44,Male,Metro,Salaried (private),60k-1L,2-3 times/month,Lunch|Dinner,Healthy/Salads,Pure vegetarian,Raita/Chutney|Papad|Extra roti/naan,Above 1200,Up to 50,Up to 49/month,Credit card,20-30 min,3,5,4,2,3,Faster delivery,Yes occasionally,Strongly dislike,Swiggy|None,Hidden charges,Yes regularly,Neutral,Faster delivery|Loyalty rewards,Joint family,Almost always,Festival/celebration|Too tired|Weekend mood,Durga Puja,Food quality,Money-back guarantee,Switched and stayed,Bad deliveries,Foodie explorer,Friends/WhatsApp,9,Post social media,Neutral/unsure,0,0
R1062,P6_Senior_Homemaker,45-54,Female,Metro,Homemaker,Above 1L,Never,Breakfast,South Indian|Desserts|Pizza,Jain,Cold drink/Lassi|Dessert|Raita/Chutney,400-700,0 (free only),Up to 49/month,Cash on delivery,45-60 min,2,4,4,2,3,More restaurants,Yes occasionally,Strongly dislike,Zomato|Swiggy,Wrong/cold food,Yes occasionally,Comfortable,Friend referral,With parents,Almost always,Festival/celebration,Eid,Payment fraud|Unreliable delivery,Familiar restaurants,Switched back,Price increased,Brand loyal,Instagram/YouTube,5,Contact support,Will not use,0,0
R1063,P4_Tier2_Explorer,35-44,Male,Tier-2,Self-employed,60k-1L,Never,Evening snacks|Lunch,Fast food,Pure vegetarian,Papad|Cold drink/Lassi|Dessert,100-200,Up to 30,100-199/month,Cash on delivery,30-45 min,3,3,5,5,3,Faster delivery,Rarely,Acceptable with notice,Swiggy|Zomato,Poor support,Maybe,Comfortable,Local restaurants,With roommates,Almost always,Working late,Eid|Navratri|Diwali,Payment fraud,Money-back guarantee,Never switched,Bad deliveries,Comfort food lover,App recommendation,5,Request refund,Likely will use,1,1
R1064,P2_Price_Sensitive_Student,25-34,Male,Metro,Salaried (govt),Below 15k,Multiple times/week,Evening snacks|Dinner,Fast food|Pizza|Healthy/Salads,Pure vegetarian,Dessert|No sides,Under 100,Up to 15,50-99/month,UPI,30-45 min,4,2,4,5,3,Better support|More restaurants,Yes regularly,Acceptable with notice,Zomato|Dunzo|Swiggy,High delivery fee,Maybe,Comfortable,Heavy discounts|Loyalty rewards,Alone (PG/hostel),Sometimes 3-4/week,Craving specific dish|Too tired|Weekend mood,Eid|Christmas/New Year|Durga Puja,Payment fraud|No refund,Big discount,Use multiple apps,Better discounts elsewhere,Comfort food lover|Food as fuel,Instagram/YouTube,7,Do nothing,Unlikely to use,0,0
R1065,P2_Price_Sensitive_Student,18-24,Non-binary,Metro,Student,30k-60k,Multiple times/week,Dinner,Pizza,No preference,Salad,Under 100,Up to 50,50-99/month,Cash on delivery,30-45 min,4,4,5,4,4,Better support,Yes regularly,Would switch apps,None|Zomato|Swiggy,High delivery fee,Maybe,Neutral,Friend referral|Heavy discounts,With roommates,Rarely 1-2/week,Festival/celebration|Raining/bad weather,Christmas/New Year,Food quality|Payment fraud,Friend recommendation,Switched and stayed,Bad deliveries,Foodie explorer|Comfort food lover,Instagram/YouTube,9,Post social media,Neutral/unsure,0,0
R1066,P4_Tier2_Explorer,25-34,Female,Tier-3,Student,15k-30k,2-3 times/month,Late night,Biryani,Non-vegetarian,Dessert|Raita/Chutney,100-200,Up to 15,50-99/month,Cash on delivery,Over 60 min,4,4,5,3,3,Transparent fees,Rarely,Acceptable with notice,Zomato|None,App crashes,Yes occasionally,Neutral,Heavy discounts,Nuclear family,Almost always,Raining/bad weather|Festival/celebration|Watching match/movie,Holi|Diwali,No refund|Payment fraud,Money-back guarantee,Switched back,Not applicable,Comfort food lover,Instagram/YouTube,6,Contact support,Unlikely to use,0,0
R1067,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),30k-60k,Multiple times/week,Dinner|Lunch,Healthy/Salads|Biryani|North Indian,Eggetarian,Dessert|Cold drink/Lassi,400-700,Up to 50,Not interested,Credit card,20-30 min,4,3,2,3,4,Scheduled delivery|More restaurants,No always individual,Acceptable if justified,Dunzo,No restaurants nearby,Yes occasionally,Very comfortable,Faster delivery|Heavy discounts,Alone (PG/hostel),Never,Working late,Diwali|Onam,Unreliable delivery,Big discount,Switched back,Better discounts elsewhere,Food as fuel,App recommendation,8,Request refund,Likely will use,1,0
R1068,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),Above 1L,Multiple times/week,Late night|Lunch,Biryani|Fast food,Non-vegetarian,No sides|Cold drink/Lassi|Extra roti/naan,700-1200,Up to 30,100-199/month,UPI,Under 20 min,4,5,2,3,4,Faster delivery|Transparent fees,Yes regularly,Would switch apps,Swiggy,Late deliveries,Yes regularly,Comfortable,Faster delivery|Nothing - loyal,Alone (PG/hostel),Sometimes 3-4/week,Watching match/movie|Working late,Holi|Eid|Durga Puja,Food quality|No refund,Big discount,Switched and stayed,Better discounts elsewhere,Brand loyal,Instagram/YouTube,3,Post social media,Likely will use,1,0
R1069,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,30k-60k,Multiple times/week,Dinner|Evening snacks|Lunch,Fast food,Non-vegetarian,Dessert,400-700,0 (free only),Up to 49/month,Credit card,20-30 min,4,2,5,5,2,Better discounts,No always individual,Would switch apps,Zomato,Late deliveries,Yes occasionally,Comfortable,Heavy discounts|Friend referral,With roommates,Every meal,Festival/celebration,Holi,No refund,Friend recommendation,Use multiple apps,Better discounts elsewhere,Health conscious|Trend follower,App recommendation,5,Leave bad review,Unlikely to use,0,0
R1070,P2_Price_Sensitive_Student,25-34,Male,Metro,Student,15k-30k,Multiple times/week,Late night|Evening snacks|Dinner,South Indian|Chinese/Indo-Chinese,Pure vegetarian,Papad|Cold drink/Lassi,200-400,Up to 15,Up to 49/month,Wallet,30-45 min,3,3,5,5,4,Scheduled delivery|Transparent fees,Rarely,Would wait,Direct restaurant,Late deliveries,Probably not,Comfortable,Friend referral,With roommates,Sometimes 3-4/week,Too tired|Festival/celebration,Eid|Durga Puja,No refund|Unreliable delivery,Big discount,Switched back,App bugs,Comfort food lover,Friends/WhatsApp,7,Post social media,Definitely will use,1,0
R1071,P2_Price_Sensitive_Student,18-24,Female,Metro,Student,15k-30k,Multiple times/week,Late night|Lunch|Dinner,North Indian|Chinese/Indo-Chinese,Non-vegetarian,Dessert|Raita/Chutney|Cold drink/Lassi,200-400,0 (free only),50-99/month,Debit card,45-60 min,5,4,4,4,3,Better support|Transparent fees,Yes occasionally,Acceptable with notice,Zomato,High delivery fee,Maybe,Comfortable,Social media,Alone (PG/hostel),Sometimes 3-4/week,Too tired,No specific pattern,Payment fraud|No refund,Big discount,Never switched,Better discounts elsewhere,Comfort food lover|Trend follower,Always same places,6,Stop using app,Likely will use,1,0
R1072,P1_Urban_Professional,35-44,Female,Metro,Self-employed,Above 1L,Once a week,Evening snacks,South Indian,Non-vegetarian,Dessert|Extra roti/naan,200-400,Up to 80,Not interested,Wallet,20-30 min,5,3,2,2,4,Faster delivery,Yes regularly,Would wait,Swiggy|Zomato,Late deliveries,Yes occasionally,Neutral,Heavy discounts,Alone (PG/hostel),Sometimes 3-4/week,Working late|Raining/bad weather,Eid|Christmas/New Year|No specific pattern,No concerns|Data/privacy,Money-back guarantee,Never used,Bad deliveries,Comfort food lover,App recommendation,1,Request refund,Likely will use,1,0
R1073,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),30k-60k,Once a week,Lunch,Desserts,Jain,Cold drink/Lassi|Raita/Chutney,400-700,Up to 80,100-199/month,UPI,20-30 min,4,3,2,2,4,Transparent fees,Yes occasionally,Acceptable with notice,Swiggy|Zomato|None,Wrong/cold food,Yes occasionally,Comfortable,Nothing - loyal|Local restaurants,With roommates,Never,Working late,Christmas/New Year,No concerns|Payment fraud,Big discount,Switched back,Friend recommendation,Foodie explorer|Health conscious,Instagram/YouTube,9,Contact support,Definitely will use,1,0
